model,rate,seed,channel,mse,mae,nmse,skill,mode
LSTM,0.4,3,water_temp,0.7594832572650807,0.638275028731662,0.10530569806199803,0.7628280334935379,block
LSTM,0.4,3,air_pressure,3.3289966835642133,1.342284515259071,0.26530179553988825,0.9060526467384666,block
LSTM,0.4,3,wind_u,2.0586114127442214,1.0897579730842046,0.5550692659074097,0.6749809849866522,block
LSTM,0.4,3,wind_v,2.6095861115463537,1.1890185436799159,0.6319773835599235,0.46613719617365923,block
Latent ODE,0.4,3,water_level,0.214498864169932,0.3703178105017951,0.8372492783216632,0.38128807691329186,block
Latent ODE,0.4,3,air_temp,2.606446709860225,1.143664106254041,0.30306953548649834,0.6902247791299224,block
Latent ODE,0.4,3,water_temp,1.1643248922955185,0.8041778008398647,0.16143877350984967,1.1694525974617587,block
Latent ODE,0.4,3,air_pressure,3.058221834243233,1.300671755929525,0.2437226050088283,0.8323558869583358,block
Latent ODE,0.4,3,wind_u,2.14407447321498,1.107436172206999,0.5781129146232533,0.7030027575171116,block
Latent ODE,0.4,3,wind_v,3.1272118728156904,1.364994004788881,0.757333574268788,0.5585980733824083,block
Persistence,0.4,3,water_level,0.5625637861702947,0.5862878269179728,2.19584437336618,1.0,block
Persistence,0.4,3,air_temp,3.7762288296079967,1.323133573189575,0.4390881704776509,1.0,block
Persistence,0.4,3,water_temp,0.99561529455972,0.6492738353733337,0.13804644485825665,1.0,block
Persistence,0.4,3,air_pressure,3.674175772840199,1.4271715849644244,0.29281057397150123,1.0,block
Persistence,0.4,3,wind_u,3.0498806018734452,1.3339511877664088,0.8223480042454623,1.0,block
Persistence,0.4,3,wind_v,5.598321981097929,1.7047485111166985,1.355775485731631,1.0,block
LSTM,0.4,4,water_level,0.11697934178395884,0.24056277294871223,0.45660320797582976,0.2061167649638329,block
LSTM,0.4,4,air_temp,1.8478389019676678,0.9657555355592026,0.21486097358317155,0.49012962761847206,block
LSTM,0.4,4,water_temp,0.7852651189250067,0.6472248171431203,0.10888046671353234,0.7801364484347425,block
LSTM,0.4,4,air_pressure,3.2125106583971657,1.3321182068294148,0.25601853257218987,0.931566929413915,block
LSTM,0.4,4,wind_u,2.0970622073753953,1.0966241434834292,0.5654368633166902,0.7209035338549199,block
LSTM,0.4,4,wind_v,2.6674941776206045,1.196400615508679,0.6460012887005492,0.47551631765190133,block
Latent ODE,0.4,4,water_level,0.2148845031548338,0.3713379602709252,0.8387545355315379,0.378624960233863,block
Latent ODE,0.4,4,air_temp,2.548405234439612,1.1238373594358173,0.2963206528302251,0.6759511920908282,block
Latent ODE,0.4,4,water_temp,1.11640178848054,0.7847501634145984,0.1547940241328762,1.1091104205464892,block
Latent ODE,0.4,4,air_pressure,3.2358886872587824,1.3003399790247256,0.2578816263577114,0.9383461127001838,block
Latent ODE,0.4,4,wind_u,2.1555109356173237,1.111489594872318,0.5811965605949738,0.740996354464027,block
Latent ODE,0.4,4,wind_v,3.1527989199307824,1.371463554217843,0.7635301259048014,0.5620283430345347,block
